id,name,project
5f2dbddce4b03703df85356a,TCGA-Q1-A73P-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dcd72e4b05495d2666d2e,TCGA-Q1-A73R-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2df54ce4b03703df856ffc,TCGA-Q2-A5QZ-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2deccee4b05495d2669468,TCGA-QH-A6CV-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2deb03e4b05495d2669239,TCGA-QH-A6CW-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dea55e4b05495d2669019,TCGA-QH-A6CX-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dee2be4b03703df856aa7,TCGA-QH-A6X9-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2deef3e4b05495d266983a,TCGA-QH-A6XC-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f343610e4b037037be19adf,TCGA-QL-A97D-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2deedce4b03703df856bab,TCGA-R8-A6MK-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db921e4b03703df85277e,TCGA-RB-AA9M-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f343728e4b037037be19e67,TCGA-RU-A8FL-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2de979e4b05495d2668f07,TCGA-RY-A83Z-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db856e4b03703df852557,TCGA-S4-A8RO-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db7fae4b05495d2665077,TCGA-S4-A8RP-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc75de4b03703df853ea1,TCGA-S6-A8JY-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2ddc14e4b05495d2667aa1,TCGA-S8-A6BW-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2df262e4b03703df856e04,TCGA-S9-A6TS-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2def41e4b05495d2669872,TCGA-S9-A6TU-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dee9de4b05495d2669809,TCGA-SX-A7SO-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f343078e4b037037be1855c,TCGA-T9-A92H-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbb64e4b05495d2665b4f,TCGA-US-A776-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbc89e4b03703df853243,TCGA-US-A779-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2df96fe4b03703df857162,TCGA-UZ-A9PN-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db1f9e4b03703df850ffa,TCGA-VS-A9V0-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc134e4b03703df853a09,TCGA-VT-A80J-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db9f3e4b05495d266560b,TCGA-W2-A7HC-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbefee4b03703df853704,TCGA-WB-A818-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc25ae4b03703df853b75,TCGA-WK-A8Y0-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f343f54e4b037037be1c035,TCGA-WR-A838-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f3438eae4b037037be1a6e2,TCGA-X9-A973-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f342da6e4b054954c4729c8,TCGA-XC-AA0X-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbbaae4b03703df852fb5,TCGA-XD-AAUI-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc45ee4b03703df853d0b,TCGA-XE-A8H5-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc482e4b03703df853d26,TCGA-XE-AANJ-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db19fe4b05495d2663b20,TCGA-XE-AANR-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db63ae4b03703df851f93,TCGA-XN-A8T5-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f343f06e4b054954c478b7b,TCGA-XX-A899-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc453e4b05495d266675d,TCGA-XY-A89B-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc08be4b03703df8538e5,TCGA-YD-A89C-06A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f34301fe4b054954c474ba8,TCGA-YD-A9TB-06A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc08ce4b05495d2666394,TCGA-YG-AA3O-06A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbac8e4b03703df852c82,TCGA-YG-AA3P-06A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbda0e4b03703df853514,TCGA-YL-A8S9-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db981e4b03703df8528f2,TCGA-YL-A8SA-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc576e4b05495d2666820,TCGA-YL-A9WL-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc418e4b03703df853c9a,TCGA-YL-A9WX-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc22ce4b03703df853b2f,TCGA-YL-A9WY-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f3439dbe4b054954c47766d,TCGA-Z2-AA3S-06A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f343658e4b037037be19bf3,TCGA-Z2-AA3V-06A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f3434ffe4b054954c476588,TCGA-Z4-A9VC-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f34351be4b054954c4765af,TCGA-Z4-AAPF-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f3436c2e4b037037be19ced,TCGA-Z4-AAPG-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f344de7e4b054954c47b8d3,TCGA-Z6-A8JD-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f34459ae4b054954c479d4a,TCGA-Z6-A8JE-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f344fd0e4b037037be1ff67,TCGA-Z6-A9VB-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f345e41e4b054954c480ef7,TCGA-Z6-AAPN-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f342c27e4b037037be166a8,TCGA-Z7-A8R5-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f3431a8e4b054954c475604,TCGA-Z7-A8R6-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db96ce4b03703df85287b,TCGA-ZF-AA4T-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc266e4b03703df853b7c,TCGA-ZF-AA4V-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbaaee4b03703df852c42,TCGA-ZF-AA4W-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db594e4b03703df851d25,TCGA-ZF-AA51-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f342b90e4b054954c471b76,TCGA-ZF-AA52-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db7cae4b05495d2665009,TCGA-ZF-AA53-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f342d94e4b054954c472935,TCGA-ZF-AA54-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbc42e4b05495d2665cdb,TCGA-ZF-AA56-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbde6e4b05495d266601a,TCGA-ZF-AA58-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f342c5ee4b037037be16772,TCGA-ZF-AA5P-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbdfae4b03703df853590,TCGA-ZG-A8QW-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc5c0e4b03703df853deb,TCGA-ZG-A8QX-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbd3fe4b03703df85342b,TCGA-ZG-A8QY-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbecbe4b03703df8536b9,TCGA-ZG-A8QZ-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc6fae4b03703df853e58,TCGA-ZG-A9KY-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f3431d4e4b054954c475891,TCGA-ZG-A9M4-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f342beae4b037037be16587,TCGA-ZG-A9MC-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f3423c0e4b054954c46f10a,TCGA-ZG-A9N3-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f342940e4b037037be159c0,TCGA-ZG-A9NI-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
